id,comida_preferida,frecuencia_consumo,gasto_promedio,satisfaccion_producto,satisfaccion_servicio,tiempo_entrega,precio_percepcion,recomendaria,volveria_comprar,calificacion_general
2574,Hot Dogs,Mensual,112,10,4,Rápido,Alto,4,False,5
2575,Hot Dogs,Mensual,21,4,4,Aceptable,Medio,1,False,10
2576,Pollo Frito,Semanal,38,8,5,Lento,Medio,4,False,3
2577,Hamburguesas,Diario,44,10,5,Rápido,Bajo,3,False,5
2578,Hamburguesas,Quincenal,63,4,2,Lento,Bajo,0,True,6
2579,Pizza,Diario,46,7,2,Rápido,Medio,2,False,9
2580,Pollo Frito,Semanal,34,3,9,Rápido,Medio,8,False,4
2581,Pizza,Quincenal,34,10,8,Aceptable,Bajo,5,False,10
2582,Hot Dogs,Quincenal,55,5,5,Lento,Alto,7,True,2
2583,Hamburguesas,Semanal,89,5,0,Lento,Bajo,9,False,8
2584,Hot Dogs,Semanal,118,4,9,Lento,Bajo,8,True,7
2585,Tacos,Diario,110,1,2,Rápido,Alto,7,True,4
2586,Hot Dogs,Semanal,90,4,10,Aceptable,Alto,5,False,5
2587,Tacos,Quincenal,59,0,5,Lento,Medio,4,True,1
2588,Hamburguesas,Semanal,109,7,2,Lento,Medio,7,True,5
2589,Tacos,Quincenal,98,6,7,Aceptable,Alto,2,False,0
2590,Pizza,Semanal,92,4,7,Rápido,Bajo,1,False,8
2591,Tacos,Mensual,20,10,0,Rápido,Alto,1,True,9
2592,Hot Dogs,Diario,95,10,0,Aceptable,Bajo,10,False,6
2593,Pollo Frito,Quincenal,43,10,3,Aceptable,Alto,0,True,1
2594,Hot Dogs,Diario,102,3,8,Rápido,Alto,7,True,5
2595,Hamburguesas,Quincenal,95,4,1,Rápido,Alto,10,False,6
2596,Pollo Frito,Semanal,28,2,10,Lento,Bajo,2,False,3
2597,Pizza,Quincenal,26,5,9,Lento,Bajo,8,False,4
2598,Hamburguesas,Quincenal,26,7,7,Aceptable,Alto,6,True,0
2599,Pizza,Mensual,47,10,6,Aceptable,Bajo,6,False,2
2600,Pizza,Mensual,77,9,6,Aceptable,Bajo,8,False,2
2601,Pollo Frito,Mensual,46,5,5,Rápido,Alto,0,False,2
2602,Tacos,Semanal,117,3,7,Rápido,Medio,5,False,1
2603,Pizza,Semanal,88,7,1,Aceptable,Bajo,8,True,4
2604,Tacos,Mensual,111,0,7,Aceptable,Alto,3,True,4
2605,Hamburguesas,Diario,88,8,2,Aceptable,Medio,5,True,3
2606,Hot Dogs,Semanal,102,3,3,Rápido,Bajo,6,False,7
2607,Tacos,Mensual,57,2,7,Aceptable,Medio,9,False,6
2608,Pollo Frito,Mensual,89,9,4,Lento,Medio,3,True,10
2609,Pizza,Mensual,43,6,2,Aceptable,Bajo,0,True,2
2610,Hot Dogs,Semanal,77,9,6,Aceptable,Alto,7,True,6
2611,Pizza,Diario,69,6,7,Aceptable,Medio,2,True,9
2612,Tacos,Diario,63,2,9,Rápido,Bajo,8,False,0
2613,Pizza,Quincenal,99,3,9,Rápido,Bajo,2,True,2
2614,Hot Dogs,Semanal,65,0,2,Aceptable,Alto,4,True,5
2615,Tacos,Mensual,29,0,6,Aceptable,Bajo,2,True,10
2616,Hamburguesas,Semanal,32,9,2,Aceptable,Bajo,0,True,2
2617,Pollo Frito,Semanal,71,6,2,Aceptable,Medio,7,False,6
2618,Pollo Frito,Quincenal,85,4,5,Lento,Bajo,1,False,9
2619,Hamburguesas,Mensual,63,10,2,Rápido,Bajo,2,False,10
2620,Tacos,Quincenal,114,2,4,Aceptable,Medio,0,False,6
2621,Tacos,Mensual,109,0,9,Rápido,Bajo,8,True,2
2622,Hamburguesas,Mensual,48,4,1,Rápido,Bajo,7,True,9
2623,Pollo Frito,Diario,96,5,9,Aceptable,Medio,8,True,10
2624,Hamburguesas,Quincenal,28,1,7,Aceptable,Medio,0,True,8
2625,Tacos,Quincenal,33,3,8,Rápido,Medio,10,True,7
2626,Hot Dogs,Quincenal,67,3,10,Aceptable,Alto,2,False,10
2627,Tacos,Quincenal,87,4,7,Aceptable,Alto,5,False,3
2628,Hot Dogs,Mensual,54,3,10,Rápido,Bajo,9,False,4
2629,Hot Dogs,Diario,88,0,10,Rápido,Medio,3,False,9
2630,Tacos,Mensual,68,3,1,Rápido,Medio,10,True,10
2631,Hot Dogs,Semanal,120,10,3,Lento,Bajo,0,True,1
2632,Pizza,Quincenal,118,10,5,Rápido,Medio,4,False,8
2633,Hamburguesas,Mensual,105,3,5,Aceptable,Medio,7,False,7
2634,Pollo Frito,Diario,108,1,8,Rápido,Medio,7,True,7
2635,Tacos,Mensual,68,0,1,Rápido,Bajo,3,False,1
2636,Hamburguesas,Semanal,30,8,5,Rápido,Alto,7,False,7
2637,Tacos,Semanal,106,10,3,Aceptable,Bajo,3,False,3
2638,Pollo Frito,Semanal,48,4,5,Rápido,Medio,2,False,7
2639,Tacos,Semanal,83,0,4,Lento,Medio,0,True,2
2640,Hot Dogs,Diario,81,6,8,Aceptable,Medio,2,True,9
2641,Hot Dogs,Mensual,36,7,5,Rápido,Bajo,5,True,7
2642,Pollo Frito,Quincenal,26,7,9,Aceptable,Alto,9,False,0
2643,Pizza,Semanal,45,0,4,Lento,Alto,3,True,6
2644,Tacos,Mensual,104,0,4,Lento,Medio,0,True,5
2645,Tacos,Quincenal,24,9,0,Aceptable,Alto,7,False,4
2646,Hamburguesas,Quincenal,93,0,3,Rápido,Alto,10,False,9
2647,Hamburguesas,Quincenal,95,7,4,Aceptable,Alto,0,False,1
2648,Hot Dogs,Mensual,54,5,4,Aceptable,Medio,10,False,7
2649,Pizza,Diario,49,4,7,Rápido,Alto,6,False,8
2650,Pollo Frito,Mensual,70,7,1,Lento,Bajo,9,False,2
2651,Hot Dogs,Semanal,86,6,9,Rápido,Bajo,5,False,10
2652,Pollo Frito,Mensual,96,0,1,Rápido,Medio,6,False,3
2653,Tacos,Mensual,33,7,7,Rápido,Alto,6,True,1
2654,Hamburguesas,Diario,108,4,1,Lento,Alto,5,False,8
2655,Tacos,Diario,40,9,8,Aceptable,Bajo,9,False,9
2656,Hot Dogs,Mensual,115,4,10,Lento,Alto,6,False,8
2657,Pollo Frito,Mensual,20,5,1,Rápido,Alto,4,False,6
2658,Hamburguesas,Quincenal,49,4,2,Rápido,Alto,10,True,1
2659,Pizza,Semanal,29,10,5,Lento,Alto,8,False,9
2660,Pizza,Mensual,43,4,8,Lento,Alto,9,False,9
2661,Hamburguesas,Mensual,66,7,8,Aceptable,Alto,7,True,10
2662,Hot Dogs,Semanal,32,4,1,Rápido,Medio,6,False,6
2663,Pizza,Diario,39,7,3,Lento,Bajo,1,False,9
2664,Pizza,Quincenal,118,3,5,Rápido,Alto,9,False,5
2665,Pizza,Semanal,27,5,9,Lento,Alto,6,False,6
2666,Hot Dogs,Mensual,98,7,3,Rápido,Alto,9,True,9
2667,Hot Dogs,Quincenal,81,5,9,Aceptable,Bajo,0,False,6
2668,Hamburguesas,Quincenal,33,8,4,Aceptable,Bajo,3,False,1
2669,Pollo Frito,Semanal,81,3,7,Rápido,Medio,5,False,8
2670,Hamburguesas,Quincenal,70,8,7,Lento,Bajo,3,False,0
2671,Pizza,Diario,89,3,4,Aceptable,Bajo,1,True,7
2672,Pizza,Quincenal,20,2,5,Rápido,Medio,3,False,6
2673,Tacos,Mensual,73,0,1,Lento,Medio,6,False,4
2674,Hot Dogs,Mensual,76,9,5,Aceptable,Alto,5,True,10
2675,Pizza,Mensual,30,7,5,Rápido,Bajo,6,True,1
2676,Pizza,Mensual,53,0,8,Lento,Bajo,1,False,4
2677,Hamburguesas,Semanal,115,5,0,Rápido,Bajo,4,False,6
2678,Pizza,Diario,48,2,4,Aceptable,Bajo,0,False,0
2679,Pollo Frito,Mensual,85,10,0,Aceptable,Medio,2,False,9
2680,Pollo Frito,Mensual,92,3,1,Aceptable,Alto,1,True,10
2681,Pizza,Diario,96,7,9,Lento,Bajo,0,False,0
2682,Tacos,Semanal,27,10,0,Aceptable,Bajo,10,True,9
2683,Pollo Frito,Diario,26,10,10,Lento,Alto,9,True,3
2684,Hot Dogs,Semanal,45,10,5,Lento,Medio,10,False,6
2685,Hamburguesas,Semanal,75,7,8,Aceptable,Medio,4,False,8
2686,Hamburguesas,Semanal,25,6,4,Aceptable,Bajo,2,False,7
2687,Tacos,Mensual,104,9,5,Lento,Alto,1,False,7
2688,Pizza,Quincenal,70,2,1,Aceptable,Alto,4,False,1
2689,Tacos,Diario,65,9,0,Aceptable,Alto,8,False,6
2690,Pizza,Diario,45,7,9,Rápido,Alto,5,False,9
2691,Hamburguesas,Semanal,77,6,0,Rápido,Medio,1,False,8
2692,Pollo Frito,Diario,98,2,3,Rápido,Medio,3,False,6
2693,Hamburguesas,Diario,93,7,8,Lento,Bajo,5,False,6
2694,Hot Dogs,Quincenal,50,8,2,Rápido,Bajo,8,False,0
2695,Pizza,Semanal,32,9,2,Lento,Medio,1,True,10
2696,Pollo Frito,Quincenal,91,10,1,Aceptable,Bajo,7,False,5
2697,Pizza,Mensual,31,10,3,Aceptable,Bajo,2,False,5
2698,Hamburguesas,Quincenal,113,8,3,Lento,Bajo,5,True,7
2699,Hot Dogs,Mensual,47,0,5,Rápido,Bajo,5,True,8
2700,Pollo Frito,Semanal,73,7,6,Aceptable,Medio,8,True,5
2701,Hot Dogs,Quincenal,85,4,6,Aceptable,Medio,3,True,3
2702,Tacos,Diario,86,5,10,Rápido,Alto,0,True,2
2703,Pollo Frito,Diario,117,7,8,Aceptable,Medio,7,False,10
2704,Pizza,Quincenal,22,4,6,Aceptable,Alto,1,True,10
2705,Pizza,Diario,47,0,0,Rápido,Bajo,8,False,0
2706,Hamburguesas,Quincenal,44,6,1,Rápido,Alto,9,True,4
2707,Pollo Frito,Quincenal,78,2,6,Lento,Bajo,4,False,4
2708,Pizza,Diario,30,7,4,Lento,Alto,2,False,6
2709,Hamburguesas,Semanal,21,9,7,Lento,Medio,9,False,5
2710,Hamburguesas,Diario,83,4,2,Aceptable,Bajo,9,False,7
2711,Pollo Frito,Mensual,56,2,8,Aceptable,Alto,8,False,2
2712,Hot Dogs,Diario,108,8,7,Aceptable,Medio,8,True,7
2713,Pizza,Quincenal,34,10,8,Rápido,Bajo,0,False,7
2714,Pollo Frito,Diario,79,4,8,Lento,Bajo,0,True,2
2715,Pizza,Diario,76,10,7,Aceptable,Alto,8,True,6
2716,Tacos,Diario,33,9,6,Rápido,Alto,9,True,10
2717,Pollo Frito,Semanal,118,9,0,Lento,Bajo,1,True,6
2718,Pizza,Semanal,57,8,6,Lento,Bajo,6,True,1
2719,Hamburguesas,Quincenal,98,9,3,Aceptable,Bajo,9,False,1
2720,Tacos,Semanal,59,0,4,Aceptable,Medio,3,False,8
2721,Pizza,Mensual,111,9,5,Lento,Medio,4,False,1
2722,Hamburguesas,Diario,22,7,6,Lento,Alto,10,False,9
2723,Hot Dogs,Diario,45,4,5,Lento,Alto,7,False,2
2724,Hot Dogs,Semanal,97,5,5,Aceptable,Alto,9,True,5
2725,Hot Dogs,Diario,44,6,3,Lento,Alto,4,False,10
2726,Tacos,Diario,60,5,0,Rápido,Alto,2,True,2
2727,Hamburguesas,Semanal,55,0,4,Rápido,Medio,5,False,5
2728,Hamburguesas,Mensual,91,8,7,Rápido,Medio,10,True,0
2729,Pizza,Semanal,44,7,0,Aceptable,Medio,4,True,9
2730,Hot Dogs,Semanal,81,9,8,Rápido,Medio,3,True,9
2731,Tacos,Mensual,79,5,1,Lento,Alto,0,False,0
2732,Hot Dogs,Mensual,113,1,4,Lento,Medio,10,True,9
2733,Pizza,Diario,30,0,3,Lento,Bajo,5,False,7
2734,Hot Dogs,Semanal,74,10,8,Lento,Medio,0,True,6
2735,Pollo Frito,Quincenal,49,5,10,Aceptable,Alto,2,True,8
2736,Hamburguesas,Diario,41,0,7,Lento,Medio,8,False,5
2737,Tacos,Diario,104,5,10,Rápido,Alto,0,True,10
2738,Hamburguesas,Quincenal,37,1,9,Rápido,Bajo,7,False,9
2739,Pollo Frito,Semanal,105,6,4,Aceptable,Alto,2,True,2
2740,Tacos,Diario,103,5,5,Rápido,Alto,6,True,8
2741,Hot Dogs,Quincenal,56,8,2,Rápido,Medio,6,False,2
2742,Hamburguesas,Quincenal,103,0,10,Rápido,Alto,0,False,7
2743,Hot Dogs,Mensual,21,10,0,Aceptable,Alto,4,True,2
2744,Pollo Frito,Quincenal,117,3,5,Aceptable,Medio,10,False,7
2745,Hamburguesas,Diario,86,0,7,Aceptable,Alto,8,False,1
2746,Pizza,Mensual,56,6,4,Aceptable,Alto,8,False,6
2747,Pizza,Quincenal,91,0,7,Aceptable,Alto,4,True,5
2748,Pollo Frito,Diario,85,1,3,Rápido,Alto,1,True,7
2749,Pollo Frito,Diario,26,7,0,Rápido,Bajo,8,False,7
2750,Tacos,Semanal,30,7,9,Lento,Alto,7,True,5
2751,Pizza,Quincenal,39,2,3,Rápido,Bajo,0,True,8
2752,Hamburguesas,Semanal,42,0,2,Aceptable,Bajo,5,False,5
2753,Tacos,Diario,90,4,7,Rápido,Bajo,8,True,0
2754,Pollo Frito,Quincenal,48,5,1,Aceptable,Bajo,8,False,3
2755,Pizza,Semanal,108,7,8,Rápido,Alto,10,True,4
2756,Hot Dogs,Quincenal,51,7,6,Aceptable,Medio,4,False,0
2757,Pizza,Quincenal,91,7,6,Rápido,Medio,1,True,10
2758,Pizza,Mensual,93,2,0,Aceptable,Bajo,3,True,10
2759,Hot Dogs,Diario,98,7,8,Lento,Medio,1,True,1
2760,Hot Dogs,Diario,34,4,4,Lento,Bajo,9,True,7
2761,Tacos,Semanal,32,4,5,Lento,Medio,5,False,3
2762,Hot Dogs,Mensual,25,8,5,Lento,Alto,8,True,4
2763,Pollo Frito,Diario,74,2,8,Lento,Alto,1,True,1
2764,Hot Dogs,Quincenal,112,10,7,Aceptable,Alto,7,True,10
2765,Pollo Frito,Quincenal,66,3,10,Aceptable,Medio,0,True,6
2766,Hamburguesas,Semanal,62,3,2,Lento,Bajo,8,True,10
2767,Tacos,Semanal,98,4,8,Lento,Medio,2,True,10
2768,Pollo Frito,Mensual,86,3,10,Aceptable,Medio,5,True,10
2769,Hamburguesas,Quincenal,88,5,0,Rápido,Alto,5,True,10
2770,Tacos,Mensual,61,7,4,Aceptable,Alto,0,False,5
2771,Pollo Frito,Semanal,77,5,8,Lento,Alto,4,False,1
2772,Hamburguesas,Semanal,63,7,4,Aceptable,Medio,1,True,0
2773,Tacos,Quincenal,49,4,9,Aceptable,Bajo,3,False,5
2774,Pollo Frito,Semanal,70,5,0,Lento,Bajo,0,True,3
2775,Hot Dogs,Quincenal,56,6,4,Aceptable,Medio,4,True,0
2776,Hamburguesas,Quincenal,28,9,0,Aceptable,Alto,2,False,3
2777,Pollo Frito,Mensual,95,4,9,Aceptable,Alto,1,True,2
2778,Hamburguesas,Semanal,40,7,9,Aceptable,Bajo,3,False,3
2779,Pollo Frito,Mensual,60,8,9,Lento,Bajo,3,False,7
2780,Hot Dogs,Mensual,66,7,1,Rápido,Medio,9,True,0
2781,Hot Dogs,Diario,105,5,1,Rápido,Medio,9,True,6
2782,Tacos,Semanal,23,2,4,Lento,Medio,3,True,4
2783,Pizza,Mensual,39,10,4,Lento,Bajo,5,False,2
2784,Hot Dogs,Quincenal,43,2,3,Aceptable,Alto,5,False,2
2785,Pizza,Diario,111,9,5,Lento,Medio,0,False,8
2786,Pollo Frito,Semanal,46,2,5,Rápido,Medio,7,True,8
2787,Hamburguesas,Mensual,54,1,2,Rápido,Medio,7,False,4
2788,Pizza,Diario,96,1,7,Lento,Bajo,1,True,10
2789,Pollo Frito,Mensual,114,1,3,Lento,Alto,2,False,3
2790,Tacos,Semanal,83,0,2,Lento,Alto,10,True,1
2791,Hamburguesas,Quincenal,30,8,5,Aceptable,Medio,1,False,1
2792,Tacos,Diario,119,2,3,Aceptable,Bajo,7,False,9
2793,Hot Dogs,Mensual,114,5,10,Lento,Medio,0,True,2
2794,Hot Dogs,Mensual,89,4,5,Lento,Alto,2,True,2
2795,Hot Dogs,Semanal,40,8,8,Rápido,Medio,2,True,5
2796,Hamburguesas,Mensual,25,4,6,Lento,Bajo,8,False,2
2797,Pizza,Quincenal,23,10,7,Aceptable,Medio,4,True,0
2798,Hamburguesas,Mensual,81,0,8,Aceptable,Alto,8,False,5
2799,Pollo Frito,Semanal,94,2,6,Lento,Alto,8,True,2
2800,Pizza,Semanal,69,8,0,Rápido,Medio,10,False,6
2801,Hamburguesas,Diario,52,5,1,Aceptable,Bajo,10,False,6
2802,Hot Dogs,Mensual,59,1,1,Aceptable,Alto,1,True,8
2803,Hamburguesas,Quincenal,78,9,7,Lento,Medio,4,True,2
2804,Pollo Frito,Semanal,69,2,6,Rápido,Alto,1,False,6
2805,Tacos,Mensual,43,0,4,Aceptable,Alto,3,True,10
2806,Tacos,Quincenal,70,3,5,Aceptable,Alto,6,False,7
2807,Hot Dogs,Mensual,69,9,5,Aceptable,Alto,2,False,3
2808,Hot Dogs,Quincenal,120,8,1,Rápido,Bajo,3,False,8
2809,Hamburguesas,Mensual,79,7,2,Aceptable,Bajo,3,True,4
2810,Tacos,Semanal,106,0,0,Aceptable,Bajo,0,True,2
2811,Pizza,Quincenal,96,6,8,Aceptable,Bajo,3,False,10
2812,Hamburguesas,Mensual,86,10,5,Rápido,Alto,3,True,8
2813,Hot Dogs,Quincenal,68,6,7,Lento,Medio,8,True,10
2814,Hot Dogs,Mensual,71,2,6,Lento,Bajo,3,False,9
2815,Tacos,Quincenal,79,9,7,Aceptable,Bajo,2,False,4
2816,Pizza,Diario,62,2,1,Rápido,Bajo,3,True,8
2817,Pizza,Semanal,22,6,4,Aceptable,Alto,2,False,8
2818,Hamburguesas,Diario,94,7,3,Rápido,Bajo,5,True,2
2819,Hot Dogs,Semanal,31,2,9,Rápido,Alto,0,True,2
2820,Hot Dogs,Mensual,103,9,0,Aceptable,Alto,3,False,0
2821,Hamburguesas,Semanal,28,4,2,Lento,Alto,9,True,8
2822,Pizza,Mensual,26,2,1,Rápido,Medio,10,True,2
2823,Pollo Frito,Mensual,37,9,10,Aceptable,Medio,5,False,1
2824,Pizza,Mensual,34,5,10,Lento,Bajo,5,False,9
2825,Hamburguesas,Diario,65,10,1,Lento,Medio,3,True,1
2826,Hot Dogs,Diario,109,0,5,Rápido,Medio,9,False,3
2827,Tacos,Semanal,117,1,8,Rápido,Bajo,9,True,0
2828,Tacos,Quincenal,31,8,10,Rápido,Alto,0,False,1
2829,Tacos,Diario,111,9,0,Rápido,Bajo,6,True,2
2830,Pizza,Diario,27,7,5,Rápido,Medio,4,False,6
2831,Pollo Frito,Semanal,68,9,10,Aceptable,Alto,4,False,2
2832,Hot Dogs,Semanal,84,2,1,Aceptable,Bajo,1,True,0
2833,Hamburguesas,Quincenal,50,5,8,Lento,Medio,5,False,7
2834,Pizza,Diario,54,3,3,Rápido,Medio,8,True,9
2835,Hamburguesas,Mensual,61,1,10,Rápido,Medio,10,True,9
2836,Pizza,Diario,21,0,7,Lento,Alto,3,False,2
2837,Pollo Frito,Mensual,86,10,2,Aceptable,Alto,5,True,5
2838,Pizza,Diario,69,5,10,Lento,Bajo,4,True,1
2839,Hamburguesas,Diario,65,0,6,Rápido,Bajo,8,False,2
2840,Pollo Frito,Mensual,63,3,1,Aceptable,Alto,7,False,6
2841,Tacos,Quincenal,101,10,9,Lento,Alto,0,False,9
2842,Pollo Frito,Semanal,89,10,6,Rápido,Alto,7,False,3
2843,Pollo Frito,Diario,47,0,9,Lento,Alto,3,True,6
2844,Pizza,Diario,75,4,2,Lento,Bajo,6,True,0
2845,Hot Dogs,Quincenal,30,4,0,Rápido,Alto,9,False,0
2846,Pollo Frito,Quincenal,67,7,7,Aceptable,Bajo,4,True,9
2847,Hot Dogs,Quincenal,78,6,3,Rápido,Bajo,5,False,6
2848,Tacos,Quincenal,37,1,6,Aceptable,Alto,7,True,6
2849,Pollo Frito,Diario,57,10,0,Lento,Bajo,6,False,0
2850,Tacos,Quincenal,33,4,10,Aceptable,Alto,1,True,6
2851,Hamburguesas,Diario,38,0,0,Rápido,Alto,2,False,8
2852,Hamburguesas,Quincenal,111,7,9,Lento,Alto,6,False,0
2853,Pollo Frito,Quincenal,75,6,6,Rápido,Alto,4,True,8
2854,Hot Dogs,Mensual,80,4,10,Lento,Medio,5,True,8
2855,Pizza,Mensual,48,0,2,Rápido,Medio,8,True,8
2856,Tacos,Semanal,39,5,0,Aceptable,Bajo,1,False,10
2857,Pollo Frito,Diario,89,6,0,Rápido,Bajo,3,False,8
2858,Tacos,Quincenal,22,3,0,Aceptable,Bajo,7,False,6
2859,Pollo Frito,Mensual,60,0,6,Rápido,Alto,0,False,1
2860,Hamburguesas,Semanal,96,9,1,Rápido,Bajo,8,False,10
2861,Pizza,Diario,35,6,0,Aceptable,Medio,1,False,9
2862,Tacos,Mensual,20,2,9,Lento,Medio,6,True,0
2863,Pizza,Mensual,58,9,4,Lento,Medio,3,True,0
2864,Hamburguesas,Diario,99,1,6,Lento,Bajo,1,False,10
2865,Pizza,Diario,106,4,8,Lento,Alto,2,False,9
2866,Hot Dogs,Semanal,58,2,3,Aceptable,Alto,0,False,0
2867,Pollo Frito,Quincenal,24,0,4,Rápido,Alto,4,True,7
2868,Hamburguesas,Quincenal,25,3,0,Lento,Bajo,6,True,1
2869,Pizza,Mensual,97,2,8,Lento,Medio,1,True,6
2870,Pollo Frito,Diario,37,6,10,Lento,Medio,4,False,2
2871,Hamburguesas,Mensual,81,1,9,Lento,Medio,1,False,3
2872,Hamburguesas,Mensual,25,3,6,Rápido,Bajo,0,False,5
2873,Pizza,Mensual,45,10,2,Aceptable,Alto,6,False,1
2874,Tacos,Diario,81,10,7,Lento,Medio,10,True,3
2875,Hot Dogs,Diario,67,7,8,Aceptable,Medio,3,False,5
2876,Hot Dogs,Diario,30,7,4,Aceptable,Bajo,5,True,4
2877,Hot Dogs,Mensual,110,9,9,Aceptable,Medio,6,False,7
2878,Hamburguesas,Mensual,43,1,7,Rápido,Medio,9,False,5
2879,Hot Dogs,Quincenal,68,4,7,Aceptable,Bajo,2,False,6
2880,Hamburguesas,Semanal,49,5,3,Lento,Alto,3,False,8
2881,Pizza,Diario,112,3,5,Aceptable,Bajo,0,True,2
2882,Hot Dogs,Quincenal,117,7,9,Lento,Medio,7,True,4
2883,Pollo Frito,Semanal,76,8,5,Rápido,Bajo,8,False,7
2884,Hot Dogs,Semanal,109,2,9,Aceptable,Bajo,5,False,8
2885,Tacos,Quincenal,53,7,1,Rápido,Alto,3,False,9
2886,Tacos,Diario,114,8,4,Rápido,Medio,3,True,6
2887,Pollo Frito,Mensual,20,3,7,Aceptable,Alto,0,False,3
2888,Tacos,Semanal,28,5,10,Aceptable,Medio,2,True,10
2889,Pizza,Diario,90,0,8,Rápido,Medio,9,True,0
2890,Hamburguesas,Diario,63,9,10,Aceptable,Medio,1,True,10
2891,Pollo Frito,Diario,37,0,0,Lento,Medio,9,False,6
2892,Pizza,Semanal,64,5,7,Rápido,Alto,1,False,10
2893,Pollo Frito,Semanal,87,6,1,Rápido,Medio,6,True,4
2894,Pizza,Quincenal,26,8,2,Rápido,Alto,9,True,8
2895,Hot Dogs,Quincenal,119,9,10,Aceptable,Bajo,8,False,2
2896,Pizza,Mensual,112,6,4,Rápido,Bajo,6,True,10
2897,Hamburguesas,Semanal,39,0,3,Rápido,Alto,9,True,3
2898,Pizza,Semanal,81,0,7,Lento,Alto,4,False,8
2899,Hamburguesas,Quincenal,52,4,5,Lento,Bajo,5,False,9
2900,Pollo Frito,Mensual,47,3,2,Aceptable,Alto,10,False,1
2901,Hot Dogs,Quincenal,37,4,3,Rápido,Medio,2,True,5
2902,Pollo Frito,Mensual,94,10,3,Rápido,Alto,1,True,9
2903,Hamburguesas,Mensual,56,10,0,Rápido,Medio,6,False,0
2904,Tacos,Quincenal,93,10,1,Aceptable,Alto,9,True,7
2905,Pizza,Diario,55,7,10,Rápido,Alto,8,True,1
2906,Hamburguesas,Quincenal,32,9,9,Lento,Medio,8,False,6
2907,Hamburguesas,Quincenal,67,8,4,Lento,Medio,3,False,2
2908,Hamburguesas,Mensual,62,8,6,Aceptable,Bajo,0,True,4
2909,Tacos,Diario,95,2,4,Lento,Alto,2,True,4
2910,Pollo Frito,Semanal,72,8,6,Rápido,Bajo,2,False,8
2911,Hamburguesas,Mensual,106,1,6,Rápido,Bajo,10,False,3
2912,Tacos,Diario,70,10,9,Aceptable,Medio,0,False,1
2913,Hamburguesas,Diario,68,1,10,Aceptable,Bajo,9,False,4
2914,Pollo Frito,Diario,63,9,6,Lento,Medio,5,False,5
2915,Hot Dogs,Mensual,24,2,10,Lento,Medio,7,False,3
2916,Pollo Frito,Semanal,53,5,4,Lento,Alto,1,True,4
2917,Hot Dogs,Diario,109,8,10,Aceptable,Bajo,3,True,9
2918,Hamburguesas,Mensual,119,0,8,Lento,Alto,4,False,2
2919,Hot Dogs,Semanal,24,10,2,Lento,Bajo,7,False,10
2920,Pollo Frito,Semanal,81,7,1,Rápido,Alto,5,False,4
2921,Hot Dogs,Diario,97,9,7,Aceptable,Bajo,10,False,6
2922,Tacos,Quincenal,41,10,0,Rápido,Bajo,10,True,6
2923,Hot Dogs,Quincenal,104,9,4,Rápido,Bajo,4,True,8
2924,Pollo Frito,Diario,92,6,0,Aceptable,Medio,6,True,4
2925,Hamburguesas,Semanal,21,6,10,Lento,Medio,1,True,5
2926,Pollo Frito,Quincenal,34,6,9,Rápido,Bajo,7,True,10
2927,Tacos,Mensual,44,6,0,Aceptable,Bajo,10,False,0
2928,Hot Dogs,Semanal,69,6,4,Lento,Bajo,3,False,0
2929,Pizza,Diario,27,6,3,Rápido,Alto,2,True,5
2930,Pizza,Semanal,24,0,10,Aceptable,Alto,4,False,5
2931,Hot Dogs,Quincenal,94,6,10,Aceptable,Alto,4,True,7
2932,Hamburguesas,Mensual,22,7,2,Lento,Alto,3,True,1
2933,Pizza,Diario,99,7,8,Lento,Bajo,7,False,4
2934,Hot Dogs,Quincenal,59,6,3,Rápido,Medio,2,True,8
2935,Hamburguesas,Mensual,28,8,3,Aceptable,Alto,8,True,3
2936,Tacos,Quincenal,32,4,2,Rápido,Medio,5,True,8
2937,Tacos,Semanal,120,5,5,Rápido,Medio,3,True,0
2938,Pollo Frito,Quincenal,118,2,8,Rápido,Alto,10,False,4
2939,Hamburguesas,Mensual,76,10,8,Lento,Medio,5,True,1
2940,Hot Dogs,Quincenal,76,6,10,Lento,Alto,6,True,6
2941,Pollo Frito,Mensual,109,10,7,Rápido,Bajo,5,False,8
2942,Pollo Frito,Quincenal,116,5,6,Lento,Bajo,10,False,3
2943,Pizza,Mensual,35,6,1,Rápido,Alto,0,False,4
2944,Hot Dogs,Semanal,54,10,4,Rápido,Alto,9,False,6
2945,Pollo Frito,Quincenal,77,1,7,Lento,Medio,6,True,3
2946,Hot Dogs,Mensual,31,7,0,Lento,Bajo,2,True,0
2947,Hot Dogs,Quincenal,115,3,9,Lento,Medio,10,False,9
2948,Pizza,Mensual,114,6,6,Lento,Medio,9,False,5
2949,Pizza,Quincenal,89,9,6,Rápido,Medio,5,True,0
2950,Hamburguesas,Quincenal,72,9,1,Rápido,Medio,7,True,1
2951,Pollo Frito,Diario,111,6,5,Aceptable,Bajo,6,True,10
2952,Hot Dogs,Quincenal,102,6,2,Lento,Alto,9,False,7
2953,Pizza,Semanal,82,4,9,Lento,Medio,5,False,5
2954,Hamburguesas,Diario,34,6,3,Aceptable,Bajo,10,False,1
2955,Pizza,Diario,40,3,9,Rápido,Alto,4,True,3
2956,Hamburguesas,Mensual,106,9,6,Rápido,Bajo,4,True,3
